Sector,Partida
Manufactura miscelania,'902580
Manufactura miscelania,'902590
Manufactura miscelania,'902610
Manufactura miscelania,'902620
Manufactura miscelania,'902680
Manufactura miscelania,'902690
Manufactura miscelania,'902710
Manufactura miscelania,'902720
Manufactura miscelania,'902730
Manufactura miscelania,'902750
Manufactura miscelania,'902781
Manufactura miscelania,'902789
Manufactura miscelania,'902790
Manufactura miscelania,'902810
Manufactura miscelania,'902820
Manufactura miscelania,'902830
Manufactura miscelania,'902890
Manufactura miscelania,'902910
Manufactura miscelania,'902920
Manufactura miscelania,'902990
Manufactura miscelania,'903010
Manufactura miscelania,'903020
Manufactura miscelania,'903031
Manufactura miscelania,'903032
Manufactura miscelania,'903033
Manufactura miscelania,'903039
Manufactura miscelania,'903040
Manufactura miscelania,'903082
Manufactura miscelania,'903084
Manufactura miscelania,'903089
Manufactura miscelania,'903090
Manufactura miscelania,'903110
Manufactura miscelania,'903120
Manufactura miscelania,'903141
Manufactura miscelania,'903149
Manufactura miscelania,'903180
Manufactura miscelania,'903190
Manufactura miscelania,'903210
Manufactura miscelania,'903220
Manufactura miscelania,'903281
Manufactura miscelania,'903289
Manufactura miscelania,'903290
Manufactura miscelania,'903300
Manufactura miscelania,'910111
Manufactura miscelania,'910119
Manufactura miscelania,'910121
Manufactura miscelania,'910129
Manufactura miscelania,'910191
Manufactura miscelania,'910199
Manufactura miscelania,'910211
Manufactura miscelania,'910212
Manufactura miscelania,'910219
Manufactura miscelania,'910221
Manufactura miscelania,'910229
Manufactura miscelania,'910291
Manufactura miscelania,'910299
Manufactura miscelania,'910310
Manufactura miscelania,'910390
Manufactura miscelania,'910400
Manufactura miscelania,'910511
Manufactura miscelania,'910519
Manufactura miscelania,'910521
Manufactura miscelania,'910529
Manufactura miscelania,'910591
Manufactura miscelania,'910599
Manufactura miscelania,'910610
Manufactura miscelania,'910690
Manufactura miscelania,'910700
Manufactura miscelania,'910811
Manufactura miscelania,'910812
Manufactura miscelania,'910819
Manufactura miscelania,'910820
Manufactura miscelania,'910890
Manufactura miscelania,'910910
Manufactura miscelania,'910990
Manufactura miscelania,'911011
Manufactura miscelania,'911012
Manufactura miscelania,'911019
Manufactura miscelania,'911090
Manufactura miscelania,'911110
Manufactura miscelania,'911120
Manufactura miscelania,'911180
Manufactura miscelania,'911190
Manufactura miscelania,'911220
Manufactura miscelania,'911290
Manufactura miscelania,'911310
Manufactura miscelania,'911320
Manufactura miscelania,'911390
Manufactura miscelania,'911430
Manufactura miscelania,'911440
Manufactura miscelania,'911490
Manufactura miscelania,'920110
Manufactura miscelania,'920120
Manufactura miscelania,'920190
Manufactura miscelania,'920210
Manufactura miscelania,'920290
Manufactura miscelania,'920510
Manufactura miscelania,'920590
Manufactura miscelania,'920600
Manufactura miscelania,'920710
Manufactura miscelania,'920790
Manufactura miscelania,'920810
Manufactura miscelania,'920890
Manufactura miscelania,'920930
Manufactura miscelania,'920991
Manufactura miscelania,'920992
Manufactura miscelania,'920994
Manufactura miscelania,'920999
Manufactura miscelania,'930110
Manufactura miscelania,'930120
Manufactura miscelania,'930190
Manufactura miscelania,'930200
Manufactura miscelania,'930310
Manufactura miscelania,'930320
Manufactura miscelania,'930330
Manufactura miscelania,'930390
Manufactura miscelania,'930400
Manufactura miscelania,'930510
Manufactura miscelania,'930520
Manufactura miscelania,'930591
Manufactura miscelania,'930599
Manufactura miscelania,'930621
Manufactura miscelania,'930629
Manufactura miscelania,'930630
Manufactura miscelania,'930690
Manufactura miscelania,'930700
#N/A,'940110
#N/A,'940120
#N/A,'940131
#N/A,'940139
#N/A,'940141
#N/A,'940149
#N/A,'940152
#N/A,'940153
#N/A,'940159
#N/A,'940161
#N/A,'940169
#N/A,'940171
#N/A,'940179
#N/A,'940180
#N/A,'940191
#N/A,'940199
Manufactura miscelania,'940210
Manufactura miscelania,'940290
#N/A,'940310
#N/A,'940320
"Madera, Productos de madera y papel",'940330
"Madera, Productos de madera y papel",'940340
"Madera, Productos de madera y papel",'940350
"Madera, Productos de madera y papel",'940360
#N/A,'940370
#N/A,'940382
#N/A,'940383
#N/A,'940389
#N/A,'940391
#N/A,'940399
#N/A,'940410
#N/A,'940421
#N/A,'940429
#N/A,'940430
#N/A,'940440
#N/A,'940490
Manufactura miscelania,'940511
Manufactura miscelania,'940519
Manufactura miscelania,'940521
Manufactura miscelania,'940529
Manufactura miscelania,'940531
Manufactura miscelania,'940539
Manufactura miscelania,'940541
Manufactura miscelania,'940542
Manufactura miscelania,'940549
Manufactura miscelania,'940550
Manufactura miscelania,'940561
Manufactura miscelania,'940569
Manufactura miscelania,'940591
Manufactura miscelania,'940592
Manufactura miscelania,'940599
Manufactura miscelania,'940610
Manufactura miscelania,'940620
Manufactura miscelania,'940690
Manufactura miscelania,'950300
Manufactura miscelania,'950420
Manufactura miscelania,'950430
Manufactura miscelania,'950440
Manufactura miscelania,'950450
Manufactura miscelania,'950490
Manufactura miscelania,'950510
Manufactura miscelania,'950590
Manufactura miscelania,'950611
Manufactura miscelania,'950612
Manufactura miscelania,'950619
Manufactura miscelania,'950621
Manufactura miscelania,'950629
Manufactura miscelania,'950631
Manufactura miscelania,'950632
Manufactura miscelania,'950639
Manufactura miscelania,'950640
Manufactura miscelania,'950651
Manufactura miscelania,'950659
Manufactura miscelania,'950661
Manufactura miscelania,'950662
Manufactura miscelania,'950669
Manufactura miscelania,'950670
Manufactura miscelania,'950691
Manufactura miscelania,'950699
Manufactura miscelania,'950710
Manufactura miscelania,'950720
Manufactura miscelania,'950730
Manufactura miscelania,'950790
Manufactura miscelania,'950810
Manufactura miscelania,'950821
Manufactura miscelania,'950822
Manufactura miscelania,'950823
Manufactura miscelania,'950824
Manufactura miscelania,'950825
Manufactura miscelania,'950826
Manufactura miscelania,'950829
Manufactura miscelania,'950830
Manufactura miscelania,'950840
Manufactura miscelania,'960110
Manufactura miscelania,'960190
Manufactura miscelania,'960200
Manufactura miscelania,'960310
Manufactura miscelania,'960321
Manufactura miscelania,'960329
Manufactura miscelania,'960330
Manufactura miscelania,'960340
Manufactura miscelania,'960350
Manufactura miscelania,'960390
Manufactura miscelania,'960400
Cuero y otros productos de cuero,'960500
Manufactura miscelania,'960610
Manufactura miscelania,'960621
Manufactura miscelania,'960622
Manufactura miscelania,'960629
Manufactura miscelania,'960630
Manufactura miscelania,'960711
Manufactura miscelania,'960719
Manufactura miscelania,'960720
Manufactura miscelania,'960810
Manufactura miscelania,'960820
Manufactura miscelania,'960830
Manufactura miscelania,'960840
Manufactura miscelania,'960850
Manufactura miscelania,'960860
Manufactura miscelania,'960891
Manufactura miscelania,'960899
Manufactura miscelania,'960910
Manufactura miscelania,'960920
Manufactura miscelania,'960990
Manufactura miscelania,'961000
Manufactura miscelania,'961100
Manufactura miscelania,'961210
Manufactura miscelania,'961220
Manufactura miscelania,'961310
Manufactura miscelania,'961320
Manufactura miscelania,'961380
Manufactura miscelania,'961390
Manufactura miscelania,'961400
Manufactura miscelania,'961511
Manufactura miscelania,'961519
Manufactura miscelania,'961590
Manufactura miscelania,'961610
Manufactura miscelania,'961620
Manufactura miscelania,'961700
Manufactura miscelania,'961800
Manufactura miscelania,'961900
Computadoras y telecomunicaciones,'962000
Manufactura miscelania,'970121
Manufactura miscelania,'970122
Manufactura miscelania,'970129
Manufactura miscelania,'970191
Manufactura miscelania,'970192
Manufactura miscelania,'970199
Manufactura miscelania,'970210
Manufactura miscelania,'970290
Manufactura miscelania,'970310
Manufactura miscelania,'970390
Manufactura miscelania,'970400
Manufactura miscelania,'970510
Manufactura miscelania,'970521
Manufactura miscelania,'970522
Manufactura miscelania,'970529
Manufactura miscelania,'970531
Manufactura miscelania,'970539
Manufactura miscelania,'970610
Manufactura miscelania,'970690
#N/A,'999999
Comida procesada y productos agrícolas,'030510
Comida procesada y productos agrícolas,'040310
Comida procesada y productos agrícolas,'041000
Productos frescos y materia prima ,'080290
Comida procesada y productos agrícolas,'150910
Comida procesada y productos agrícolas,'151000
Minerales,'251830
Químicos,'284440
Químicos,'290331
Químicos,'290339
Químicos,'293131
Químicos,'293132
Químicos,'293133
Químicos,'293134
Químicos,'293135
Químicos,'293136
Químicos,'293137
Químicos,'293138
Químicos,'293139
Químicos,'293971
Químicos,'300211
Químicos,'300219
Químicos,'300220
Químicos,'300230
Químicos,'300620
Químicos,'340211
Químicos,'340212
Químicos,'340213
Químicos,'340219
Químicos,'340220
Químicos,'360300
Químicos,'382200
Químicos,'382471
Químicos,'382472
Químicos,'382473
Químicos,'382474
Químicos,'382475
Químicos,'382476
Químicos,'382477
Químicos,'382478
Químicos,'382479
Químicos,'390720
Ropa,'401511
"Madera, Productos de madera y papel",'440140
"Madera, Productos de madera y papel",'441294
"Madera, Productos de madera y papel",'441400
"Madera, Productos de madera y papel",'441810
"Madera, Productos de madera y papel",'441820
"Madera, Productos de madera y papel",'441860
"Madera, Productos de madera y papel",'442010
Manufactura miscelania,'490510
Manufactura miscelania,'490591
Manufactura miscelania,'490599
Químicos,'550110
"Hilo, telas y textiles",'570320
"Hilo, telas y textiles",'570330
"Hilo, telas y textiles",'580211
"Hilo, telas y textiles",'580219
Ropa,'620111
Ropa,'620112
Ropa,'620113
Ropa,'620119
Ropa,'620191
Ropa,'620192
Ropa,'620193
Ropa,'620199
Ropa,'620211
Ropa,'620212
Ropa,'620213
Ropa,'620219
Ropa,'620291
Ropa,'620292
Ropa,'620293
Ropa,'620299
Metal y otras manufacturas básicas,'681292
Metal y otras manufacturas básicas,'681293
Metal y otras manufacturas básicas,'681510
Metal y otras manufacturas básicas,'701931
Metal y otras manufacturas básicas,'701932
Metal y otras manufacturas básicas,'701939
"Hilo, telas y textiles",'701940
"Hilo, telas y textiles",'701951
"Hilo, telas y textiles",'701952
"Hilo, telas y textiles",'701959
Minerales,'710420
Minerales,'710490
Metal y otras manufacturas básicas,'741910
Metal y otras manufacturas básicas,'741991
Metal y otras manufacturas básicas,'741999
Metal y otras manufacturas básicas,'810390
Metal y otras manufacturas básicas,'810600
Metal y otras manufacturas básicas,'810720
Metal y otras manufacturas básicas,'810730
Metal y otras manufacturas básicas,'810790
Metal y otras manufacturas básicas,'810920
Metal y otras manufacturas básicas,'810930
Metal y otras manufacturas básicas,'810990
Maquinaria no eléctrica,'841931
Maquinaria no eléctrica,'841932
Maquinaria no eléctrica,'846210
Maquinaria no eléctrica,'846221
Maquinaria no eléctrica,'846231
Maquinaria no eléctrica,'846241
Maquinaria no eléctrica,'846291
Maquinaria no eléctrica,'846299
Componentes electrónicos,'850740
Maquinaria no eléctrica,'851410
Maquinaria no eléctrica,'851430
Computadoras y telecomunicaciones,'851712
Computadoras y telecomunicaciones,'851770
Computadoras y telecomunicaciones,'851950
Computadoras y telecomunicaciones,'852580
Componentes electrónicos,'853950
Componentes electrónicos,'854140
Componentes electrónicos,'854150
Componentes electrónicos,'854810
Componentes electrónicos,'854890
Equipos de transporte,'870120
Equipos de transporte,'880310
Equipos de transporte,'880320
Equipos de transporte,'880330
Equipos de transporte,'880390
Equipos de transporte,'890310
Equipos de transporte,'890391
Equipos de transporte,'890392
Manufactura miscelania,'900651
Manufactura miscelania,'900652
Manufactura miscelania,'902780
Manufactura miscelania,'911410
#N/A,'940130
#N/A,'940140
#N/A,'940190
#N/A,'940390
Manufactura miscelania,'940510
Manufactura miscelania,'940520
Manufactura miscelania,'940530
Manufactura miscelania,'940540
Manufactura miscelania,'940560
Manufactura miscelania,'950890
Manufactura miscelania,'970110
Manufactura miscelania,'970190
Manufactura miscelania,'970200
Manufactura miscelania,'970300
Manufactura miscelania,'970500
Manufactura miscelania,'970600
Productos frescos y materia prima ,'030290
Productos frescos y materia prima ,'030390
Productos frescos y materia prima ,'030621
Productos frescos y materia prima ,'030622
Productos frescos y materia prima ,'030624
Productos frescos y materia prima ,'030625
Productos frescos y materia prima ,'030626
Productos frescos y materia prima ,'030627
Productos frescos y materia prima ,'030629
Productos frescos y materia prima ,'030741
Productos frescos y materia prima ,'030789
Productos frescos y materia prima ,'080520
Comida procesada y productos agrícolas,'220290
Químicos,'281210
Químicos,'284800
Químicos,'285300
Químicos,'290490
Químicos,'291470
Químicos,'292213
Químicos,'293050
Químicos,'293500
Químicos,'293991
Químicos,'293999
Químicos,'300210
Químicos,'300340
Químicos,'300440
Químicos,'310310
Manufactura miscelania,'370510
Manufactura miscelania,'370590
Químicos,'380850
Químicos,'381230
Químicos,'382490
Químicos,'390760
Químicos,'390930
